Content ID,Reaction_type,Reaction_Year,Reaction_Month,Type,Category,Sentiment,Score
94be0dfb-a23a-4426-9c3c-e4db1fd914b5,Heart,2020,12,Video,Public speaking,positive,60.0
94be0dfb-a23a-4426-9c3c-e4db1fd914b5,Intrigued,2020,9,Video,Public speaking,positive,45.0
94be0dfb-a23a-4426-9c3c-e4db1fd914b5,Heart,2020,9,Video,Public speaking,positive,60.0
94be0dfb-a23a-4426-9c3c-e4db1fd914b5,Worried,2021,5,Video,Public speaking,negative,12.0
94be0dfb-a23a-4426-9c3c-e4db1fd914b5,Interested,2020,11,Video,Public speaking,positive,30.0
94be0dfb-a23a-4426-9c3c-e4db1fd914b5,Scared,2020,6,Video,Public speaking,negative,15.0
94be0dfb-a23a-4426-9c3c-e4db1fd914b5,Heart,2021,2,Video,Public speaking,positive,60.0
94be0dfb-a23a-4426-9c3c-e4db1fd914b5,Peeking,2020,8,Video,Public speaking,neutral,35.0
94be0dfb-a23a-4426-9c3c-e4db1fd914b5,Interested,2020,8,Video,Public speaking,positive,30.0
94be0dfb-a23a-4426-9c3c-e4db1fd914b5,Peeking,2020,12,Video,Public speaking,neutral,35.0
94be0dfb-a23a-4426-9c3c-e4db1fd914b5,Want,2021,2,Video,Public speaking,positive,70.0
94be0dfb-a23a-4426-9c3c-e4db1fd914b5,Scared,2020,10,Video,Public speaking,negative,15.0
94be0dfb-a23a-4426-9c3c-e4db1fd914b5,Worried,2020,7,Video,Public speaking,negative,12.0
94be0dfb-a23a-4426-9c3c-e4db1fd914b5,Peeking,2020,11,Video,Public speaking,neutral,35.0
94be0dfb-a23a-4426-9c3c-e4db1fd914b5,Adore,2021,3,Video,Public speaking,positive,72.0
94be0dfb-a23a-4426-9c3c-e4db1fd914b5,Love,2021,6,Video,Public speaking,positive,65.0
94be0dfb-a23a-4426-9c3c-e4db1fd914b5,Want,2020,12,Video,Public speaking,positive,70.0
94be0dfb-a23a-4426-9c3c-e4db1fd914b5,Intrigued,2021,6,Video,Public speaking,positive,45.0
94be0dfb-a23a-4426-9c3c-e4db1fd914b5,Indifferent,2020,9,Video,Public speaking,neutral,20.0
94be0dfb-a23a-4426-9c3c-e4db1fd914b5,Interested,2020,8,Video,Public speaking,positive,30.0
19179d57-4950-4a98-87fa-98f824551a6f,,2021,4,Photo,Education,,
19179d57-4950-4a98-87fa-98f824551a6f,Cherish,2020,6,Photo,Education,positive,70.0
19179d57-4950-4a98-87fa-98f824551a6f,Cherish,2021,2,Photo,Education,positive,70.0
19179d57-4950-4a98-87fa-98f824551a6f,Worried,2020,8,Photo,Education,negative,12.0
19179d57-4950-4a98-87fa-98f824551a6f,Intrigued,2021,4,Photo,Education,positive,45.0
19179d57-4950-4a98-87fa-98f824551a6f,Peeking,2021,1,Photo,Education,neutral,35.0
19179d57-4950-4a98-87fa-98f824551a6f,Scared,2021,2,Photo,Education,negative,15.0
19179d57-4950-4a98-87fa-98f824551a6f,Intrigued,2021,4,Photo,Education,positive,45.0
19179d57-4950-4a98-87fa-98f824551a6f,Indifferent,2020,7,Photo,Education,neutral,20.0
19179d57-4950-4a98-87fa-98f824551a6f,Want,2021,3,Photo,Education,positive,70.0
19179d57-4950-4a98-87fa-98f824551a6f,Indifferent,2020,12,Photo,Education,neutral,20.0
19179d57-4950-4a98-87fa-98f824551a6f,Like,2021,3,Photo,Education,positive,50.0
19179d57-4950-4a98-87fa-98f824551a6f,Want,2021,4,Photo,Education,positive,70.0
19179d57-4950-4a98-87fa-98f824551a6f,Want,2020,10,Photo,Education,positive,70.0
19179d57-4950-4a98-87fa-98f824551a6f,Like,2021,2,Photo,Education,positive,50.0
19179d57-4950-4a98-87fa-98f824551a6f,Cherish,2020,11,Photo,Education,positive,70.0
19179d57-4950-4a98-87fa-98f824551a6f,Love,2020,10,Photo,Education,positive,65.0
19179d57-4950-4a98-87fa-98f824551a6f,Dislike,2021,2,Photo,Education,negative,10.0
19179d57-4950-4a98-87fa-98f824551a6f,Love,2021,2,Photo,Education,positive,65.0
19179d57-4950-4a98-87fa-98f824551a6f,Want,2021,3,Photo,Education,positive,70.0
19179d57-4950-4a98-87fa-98f824551a6f,Heart,2021,1,Photo,Education,positive,60.0
19179d57-4950-4a98-87fa-98f824551a6f,Like,2021,6,Photo,Education,positive,50.0
19179d57-4950-4a98-87fa-98f824551a6f,Super love,2020,7,Photo,Education,positive,75.0
19179d57-4950-4a98-87fa-98f824551a6f,Interested,2021,1,Photo,Education,positive,30.0
19179d57-4950-4a98-87fa-98f824551a6f,Scared,2020,12,Photo,Education,negative,15.0
19179d57-4950-4a98-87fa-98f824551a6f,Peeking,2021,3,Photo,Education,neutral,35.0
19179d57-4950-4a98-87fa-98f824551a6f,Indifferent,2020,9,Photo,Education,neutral,20.0
19179d57-4950-4a98-87fa-98f824551a6f,Worried,2021,3,Photo,Education,negative,12.0
19179d57-4950-4a98-87fa-98f824551a6f,Like,2021,6,Photo,Education,positive,50.0
19179d57-4950-4a98-87fa-98f824551a6f,Super love,2021,5,Photo,Education,positive,75.0
19179d57-4950-4a98-87fa-98f824551a6f,Disgust,2020,7,Photo,Education,negative,0.0
19179d57-4950-4a98-87fa-98f824551a6f,Worried,2020,6,Photo,Education,negative,12.0
19179d57-4950-4a98-87fa-98f824551a6f,Cherish,2020,12,Photo,Education,positive,70.0
19179d57-4950-4a98-87fa-98f824551a6f,Adore,2020,6,Photo,Education,positive,72.0
19179d57-4950-4a98-87fa-98f824551a6f,Interested,2021,5,Photo,Education,positive,30.0
19179d57-4950-4a98-87fa-98f824551a6f,Hate,2020,12,Photo,Education,negative,5.0
19179d57-4950-4a98-87fa-98f824551a6f,Worried,2020,8,Photo,Education,negative,12.0
19179d57-4950-4a98-87fa-98f824551a6f,Adore,2020,9,Photo,Education,positive,72.0
19179d57-4950-4a98-87fa-98f824551a6f,Want,2020,6,Photo,Education,positive,70.0
19179d57-4950-4a98-87fa-98f824551a6f,Super love,2020,12,Photo,Education,positive,75.0
19179d57-4950-4a98-87fa-98f824551a6f,Want,2021,4,Photo,Education,positive,70.0
19179d57-4950-4a98-87fa-98f824551a6f,Hate,2021,2,Photo,Education,negative,5.0
3926740f-e4f7-4229-9aad-e435149d0d2f,,2020,11,Photo,Science,,
3926740f-e4f7-4229-9aad-e435149d0d2f,Love,2020,9,Photo,Science,positive,65.0
3926740f-e4f7-4229-9aad-e435149d0d2f,Super love,2020,12,Photo,Science,positive,75.0
3926740f-e4f7-4229-9aad-e435149d0d2f,Interested,2020,8,Photo,Science,positive,30.0
3926740f-e4f7-4229-9aad-e435149d0d2f,Super love,2020,6,Photo,Science,positive,75.0
3926740f-e4f7-4229-9aad-e435149d0d2f,Want,2021,4,Photo,Science,positive,70.0
3926740f-e4f7-4229-9aad-e435149d0d2f,Adore,2020,7,Photo,Science,positive,72.0
3926740f-e4f7-4229-9aad-e435149d0d2f,Worried,2020,11,Photo,Science,negative,12.0
3926740f-e4f7-4229-9aad-e435149d0d2f,Super love,2021,6,Photo,Science,positive,75.0
3926740f-e4f7-4229-9aad-e435149d0d2f,Like,2021,6,Photo,Science,positive,50.0
3926740f-e4f7-4229-9aad-e435149d0d2f,Indifferent,2021,1,Photo,Science,neutral,20.0
3926740f-e4f7-4229-9aad-e435149d0d2f,Super love,2021,3,Photo,Science,positive,75.0
3926740f-e4f7-4229-9aad-e435149d0d2f,Indifferent,2020,11,Photo,Science,neutral,20.0
3926740f-e4f7-4229-9aad-e435149d0d2f,Like,2020,12,Photo,Science,positive,50.0
590873fc-e921-4396-a173-a43451675afc,,2020,11,Gif,Studying,,
590873fc-e921-4396-a173-a43451675afc,Interested,2020,11,Gif,Studying,positive,30.0
590873fc-e921-4396-a173-a43451675afc,Dislike,2021,6,Gif,Studying,negative,10.0
590873fc-e921-4396-a173-a43451675afc,Love,2020,11,Gif,Studying,positive,65.0
590873fc-e921-4396-a173-a43451675afc,Scared,2020,8,Gif,Studying,negative,15.0
590873fc-e921-4396-a173-a43451675afc,Scared,2020,8,Gif,Studying,negative,15.0
590873fc-e921-4396-a173-a43451675afc,Interested,2021,1,Gif,Studying,positive,30.0
590873fc-e921-4396-a173-a43451675afc,Indifferent,2021,3,Gif,Studying,neutral,20.0
590873fc-e921-4396-a173-a43451675afc,Scared,2020,9,Gif,Studying,negative,15.0
590873fc-e921-4396-a173-a43451675afc,Hate,2020,9,Gif,Studying,negative,5.0
590873fc-e921-4396-a173-a43451675afc,Dislike,2021,1,Gif,Studying,negative,10.0
590873fc-e921-4396-a173-a43451675afc,Hate,2020,11,Gif,Studying,negative,5.0
590873fc-e921-4396-a173-a43451675afc,Super love,2021,4,Gif,Studying,positive,75.0
590873fc-e921-4396-a173-a43451675afc,Dislike,2021,4,Gif,Studying,negative,10.0
590873fc-e921-4396-a173-a43451675afc,Super love,2021,2,Gif,Studying,positive,75.0
590873fc-e921-4396-a173-a43451675afc,Want,2020,10,Gif,Studying,positive,70.0
590873fc-e921-4396-a173-a43451675afc,Disgust,2020,11,Gif,Studying,negative,0.0
590873fc-e921-4396-a173-a43451675afc,Worried,2021,4,Gif,Studying,negative,12.0
590873fc-e921-4396-a173-a43451675afc,Dislike,2021,5,Gif,Studying,negative,10.0
590873fc-e921-4396-a173-a43451675afc,Interested,2021,3,Gif,Studying,positive,30.0
590873fc-e921-4396-a173-a43451675afc,Intrigued,2021,4,Gif,Studying,positive,45.0
590873fc-e921-4396-a173-a43451675afc,Indifferent,2020,12,Gif,Studying,neutral,20.0
590873fc-e921-4396-a173-a43451675afc,Cherish,2020,12,Gif,Studying,positive,70.0
590873fc-e921-4396-a173-a43451675afc,Scared,2021,6,Gif,Studying,negative,15.0
590873fc-e921-4396-a173-a43451675afc,Disgust,2020,10,Gif,Studying,negative,0.0
590873fc-e921-4396-a173-a43451675afc,Peeking,2020,11,Gif,Studying,neutral,35.0
590873fc-e921-4396-a173-a43451675afc,Indifferent,2021,2,Gif,Studying,neutral,20.0
590873fc-e921-4396-a173-a43451675afc,Heart,2020,7,Gif,Studying,positive,60.0
590873fc-e921-4396-a173-a43451675afc,Like,2021,1,Gif,Studying,positive,50.0
590873fc-e921-4396-a173-a43451675afc,Cherish,2021,2,Gif,Studying,positive,70.0
590873fc-e921-4396-a173-a43451675afc,Want,2020,9,Gif,Studying,positive,70.0
590873fc-e921-4396-a173-a43451675afc,Super love,2020,6,Gif,Studying,positive,75.0
b4c71928-99f0-4f1e-bdff-3d99c16113ac,,2020,11,Video,Travel,,
b4c71928-99f0-4f1e-bdff-3d99c16113ac,Scared,2020,7,Video,Travel,negative,15.0
b4c71928-99f0-4f1e-bdff-3d99c16113ac,Heart,2020,12,Video,Travel,positive,60.0
b4c71928-99f0-4f1e-bdff-3d99c16113ac,Hate,2021,5,Video,Travel,negative,5.0
b4c71928-99f0-4f1e-bdff-3d99c16113ac,Super love,2020,7,Video,Travel,positive,75.0
b4c71928-99f0-4f1e-bdff-3d99c16113ac,Scared,2021,6,Video,Travel,negative,15.0
b4c71928-99f0-4f1e-bdff-3d99c16113ac,Love,2021,4,Video,Travel,positive,65.0
b4c71928-99f0-4f1e-bdff-3d99c16113ac,Cherish,2021,5,Video,Travel,positive,70.0
b4c71928-99f0-4f1e-bdff-3d99c16113ac,Super love,2020,6,Video,Travel,positive,75.0
b4c71928-99f0-4f1e-bdff-3d99c16113ac,Scared,2021,2,Video,Travel,negative,15.0
b4c71928-99f0-4f1e-bdff-3d99c16113ac,Peeking,2021,5,Video,Travel,neutral,35.0
b4c71928-99f0-4f1e-bdff-3d99c16113ac,Interested,2020,7,Video,Travel,positive,30.0
b4c71928-99f0-4f1e-bdff-3d99c16113ac,Dislike,2020,7,Video,Travel,negative,10.0
b4c71928-99f0-4f1e-bdff-3d99c16113ac,Heart,2020,12,Video,Travel,positive,60.0
b4c71928-99f0-4f1e-bdff-3d99c16113ac,Disgust,2021,2,Video,Travel,negative,0.0
b4c71928-99f0-4f1e-bdff-3d99c16113ac,Cherish,2021,3,Video,Travel,positive,70.0
b4c71928-99f0-4f1e-bdff-3d99c16113ac,Cherish,2020,7,Video,Travel,positive,70.0
b4c71928-99f0-4f1e-bdff-3d99c16113ac,Worried,2020,7,Video,Travel,negative,12.0
b4c71928-99f0-4f1e-bdff-3d99c16113ac,Love,2020,9,Video,Travel,positive,65.0
b4c71928-99f0-4f1e-bdff-3d99c16113ac,Worried,2021,4,Video,Travel,negative,12.0
b4c71928-99f0-4f1e-bdff-3d99c16113ac,Peeking,2020,8,Video,Travel,neutral,35.0
b4c71928-99f0-4f1e-bdff-3d99c16113ac,Scared,2020,12,Video,Travel,negative,15.0
b4c71928-99f0-4f1e-bdff-3d99c16113ac,Want,2021,1,Video,Travel,positive,70.0
b4c71928-99f0-4f1e-bdff-3d99c16113ac,Interested,2021,3,Video,Travel,positive,30.0
b4c71928-99f0-4f1e-bdff-3d99c16113ac,Scared,2020,8,Video,Travel,negative,15.0
b4c71928-99f0-4f1e-bdff-3d99c16113ac,Love,2020,12,Video,Travel,positive,65.0
b4c71928-99f0-4f1e-bdff-3d99c16113ac,Want,2021,2,Video,Travel,positive,70.0
b4c71928-99f0-4f1e-bdff-3d99c16113ac,Dislike,2021,5,Video,Travel,negative,10.0
b4c71928-99f0-4f1e-bdff-3d99c16113ac,Peeking,2021,1,Video,Travel,neutral,35.0
b4c71928-99f0-4f1e-bdff-3d99c16113ac,Scared,2021,4,Video,Travel,negative,15.0
b4c71928-99f0-4f1e-bdff-3d99c16113ac,Indifferent,2021,4,Video,Travel,neutral,20.0
b4c71928-99f0-4f1e-bdff-3d99c16113ac,Intrigued,2020,11,Video,Travel,positive,45.0
b4c71928-99f0-4f1e-bdff-3d99c16113ac,Super love,2021,4,Video,Travel,positive,75.0
b4c71928-99f0-4f1e-bdff-3d99c16113ac,Adore,2021,3,Video,Travel,positive,72.0
b4c71928-99f0-4f1e-bdff-3d99c16113ac,Disgust,2020,8,Video,Travel,negative,0.0
b4c71928-99f0-4f1e-bdff-3d99c16113ac,Indifferent,2021,5,Video,Travel,neutral,20.0
b4c71928-99f0-4f1e-bdff-3d99c16113ac,Peeking,2020,8,Video,Travel,neutral,35.0
b4c71928-99f0-4f1e-bdff-3d99c16113ac,Dislike,2020,11,Video,Travel,negative,10.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,,2021,1,Gif,Dogs,,
c7b02507-18a2-4169-91f1-4fc727c8bc03,Cherish,2021,2,Gif,Dogs,positive,70.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Adore,2020,8,Gif,Dogs,positive,72.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Heart,2020,10,Gif,Dogs,positive,60.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Dislike,2021,5,Gif,Dogs,negative,10.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Like,2021,5,Gif,Dogs,positive,50.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Adore,2021,4,Gif,Dogs,positive,72.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Indifferent,2021,6,Gif,Dogs,neutral,20.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Worried,2021,1,Gif,Dogs,negative,12.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Scared,2021,2,Gif,Dogs,negative,15.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Adore,2020,7,Gif,Dogs,positive,72.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Cherish,2020,9,Gif,Dogs,positive,70.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Like,2020,12,Gif,Dogs,positive,50.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Want,2020,10,Gif,Dogs,positive,70.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Want,2021,1,Gif,Dogs,positive,70.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Like,2021,4,Gif,Dogs,positive,50.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Love,2021,4,Gif,Dogs,positive,65.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Hate,2021,5,Gif,Dogs,negative,5.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Adore,2020,10,Gif,Dogs,positive,72.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Worried,2020,7,Gif,Dogs,negative,12.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Scared,2021,4,Gif,Dogs,negative,15.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Peeking,2021,6,Gif,Dogs,neutral,35.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Super love,2020,11,Gif,Dogs,positive,75.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Dislike,2020,8,Gif,Dogs,negative,10.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Indifferent,2021,5,Gif,Dogs,neutral,20.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Scared,2021,2,Gif,Dogs,negative,15.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Love,2021,3,Gif,Dogs,positive,65.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Interested,2021,4,Gif,Dogs,positive,30.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Heart,2020,6,Gif,Dogs,positive,60.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Cherish,2021,6,Gif,Dogs,positive,70.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Hate,2021,4,Gif,Dogs,negative,5.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Want,2020,11,Gif,Dogs,positive,70.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Interested,2021,6,Gif,Dogs,positive,30.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Interested,2021,5,Gif,Dogs,positive,30.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Indifferent,2020,8,Gif,Dogs,neutral,20.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Adore,2020,12,Gif,Dogs,positive,72.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Intrigued,2020,11,Gif,Dogs,positive,45.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Dislike,2021,3,Gif,Dogs,negative,10.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Like,2020,9,Gif,Dogs,positive,50.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Dislike,2021,5,Gif,Dogs,negative,10.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Interested,2020,11,Gif,Dogs,positive,30.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Disgust,2021,6,Gif,Dogs,negative,0.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Cherish,2021,3,Gif,Dogs,positive,70.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Intrigued,2021,2,Gif,Dogs,positive,45.0
c7b02507-18a2-4169-91f1-4fc727c8bc03,Intrigued,2020,10,Gif,Dogs,positive,45.0
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,,2020,11,Video,Cooking,,
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,Dislike,2021,4,Video,Cooking,negative,10.0
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,Indifferent,2021,3,Video,Cooking,neutral,20.0
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,Worried,2021,1,Video,Cooking,negative,12.0
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,Peeking,2021,6,Video,Cooking,neutral,35.0
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,Cherish,2020,9,Video,Cooking,positive,70.0
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,Hate,2020,12,Video,Cooking,negative,5.0
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,Dislike,2021,6,Video,Cooking,negative,10.0
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,Interested,2020,12,Video,Cooking,positive,30.0
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,Cherish,2020,8,Video,Cooking,positive,70.0
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,Scared,2020,6,Video,Cooking,negative,15.0
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,Adore,2020,9,Video,Cooking,positive,72.0
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,Dislike,2020,7,Video,Cooking,negative,10.0
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,Adore,2020,9,Video,Cooking,positive,72.0
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,Adore,2020,10,Video,Cooking,positive,72.0
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,Adore,2021,6,Video,Cooking,positive,72.0
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,Indifferent,2020,12,Video,Cooking,neutral,20.0
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,Worried,2021,3,Video,Cooking,negative,12.0
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,Super love,2021,2,Video,Cooking,positive,75.0
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,Want,2021,5,Video,Cooking,positive,70.0
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,Super love,2020,7,Video,Cooking,positive,75.0
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,Like,2021,6,Video,Cooking,positive,50.0
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,Indifferent,2020,7,Video,Cooking,neutral,20.0
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,Heart,2020,10,Video,Cooking,positive,60.0
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,Cherish,2021,3,Video,Cooking,positive,70.0
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,Disgust,2020,10,Video,Cooking,negative,0.0
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,Intrigued,2021,3,Video,Cooking,positive,45.0
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,Worried,2020,10,Video,Cooking,negative,12.0
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,Intrigued,2020,8,Video,Cooking,positive,45.0
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,Cherish,2021,1,Video,Cooking,positive,70.0
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,Peeking,2021,4,Video,Cooking,neutral,35.0
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,Heart,2020,7,Video,Cooking,positive,60.0
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,Like,2021,3,Video,Cooking,positive,50.0
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,Disgust,2020,10,Video,Cooking,negative,0.0
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,Dislike,2020,11,Video,Cooking,negative,10.0
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,Heart,2021,5,Video,Cooking,positive,60.0
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,Intrigued,2021,4,Video,Cooking,positive,45.0
2677e7fa-4c0e-44c5-9d4c-66615a42e86f,,2021,5,Photo,Dogs,,
2677e7fa-4c0e-44c5-9d4c-66615a42e86f,Heart,2020,10,Photo,Dogs,positive,60.0
2677e7fa-4c0e-44c5-9d4c-66615a42e86f,Adore,2021,3,Photo,Dogs,positive,72.0
2677e7fa-4c0e-44c5-9d4c-66615a42e86f,Scared,2021,4,Photo,Dogs,negative,15.0
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,,2021,4,Photo,Education,,
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,Intrigued,2021,4,Photo,Education,positive,45.0
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,Hate,2021,6,Photo,Education,negative,5.0
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,Like,2020,8,Photo,Education,positive,50.0
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,Cherish,2021,1,Photo,Education,positive,70.0
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,Dislike,2020,10,Photo,Education,negative,10.0
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,Heart,2020,8,Photo,Education,positive,60.0
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,Dislike,2021,3,Photo,Education,negative,10.0
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,Hate,2020,9,Photo,Education,negative,5.0
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,Super love,2020,8,Photo,Education,positive,75.0
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,Disgust,2020,6,Photo,Education,negative,0.0
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,Love,2021,5,Photo,Education,positive,65.0
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,Intrigued,2021,1,Photo,Education,positive,45.0
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,Super love,2020,10,Photo,Education,positive,75.0
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,Heart,2020,7,Photo,Education,positive,60.0
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,Love,2020,12,Photo,Education,positive,65.0
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,Worried,2021,5,Photo,Education,negative,12.0
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,Dislike,2021,4,Photo,Education,negative,10.0
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,Disgust,2021,1,Photo,Education,negative,0.0
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,Cherish,2020,9,Photo,Education,positive,70.0
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,Love,2020,7,Photo,Education,positive,65.0
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,Hate,2021,2,Photo,Education,negative,5.0
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,Like,2021,5,Photo,Education,positive,50.0
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,Intrigued,2021,4,Photo,Education,positive,45.0
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,Super love,2020,10,Photo,Education,positive,75.0
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,Heart,2021,1,Photo,Education,positive,60.0
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,Indifferent,2020,8,Photo,Education,neutral,20.0
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,Dislike,2020,7,Photo,Education,negative,10.0
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,Hate,2021,2,Photo,Education,negative,5.0
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,Interested,2021,3,Photo,Education,positive,30.0
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,Intrigued,2020,7,Photo,Education,positive,45.0
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,Disgust,2020,10,Photo,Education,negative,0.0
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,Scared,2021,4,Photo,Education,negative,15.0
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,Hate,2020,7,Photo,Education,negative,5.0
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,Cherish,2020,9,Photo,Education,positive,70.0
4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,Scared,2021,3,Photo,Education,negative,15.0
990ad477-b9eb-4ea6-9ec8-3f941f53b758,,2021,2,Audio,Animals,,
990ad477-b9eb-4ea6-9ec8-3f941f53b758,Peeking,2020,10,Audio,Animals,neutral,35.0
990ad477-b9eb-4ea6-9ec8-3f941f53b758,Super love,2020,9,Audio,Animals,positive,75.0
990ad477-b9eb-4ea6-9ec8-3f941f53b758,Super love,2020,7,Audio,Animals,positive,75.0
